Data Base,Tipo Titulo,Data Vencimento,Taxa Compra Manha,Taxa Venda Manha,PU Compra Manha,PU Venda Manha,PU Base Manha,Preco Medio
2024-06-07,Tesouro IPCA+ com Juros Semestrais,15/08/2050,6.19,6.31,4280.0,4214.26,4214.26,4247.13
2024-06-10,Tesouro IPCA+ com Juros Semestrais,15/08/2050,6.22,6.34,4265.69,4201.42,4201.42,4233.555
2024-06-11,Tesouro IPCA+ com Juros Semestrais,15/08/2050,6.24,6.36,4258.64,4194.51,4194.51,4226.575000000001
2024-06-12,Tesouro IPCA+ com Juros Semestrais,15/08/2050,6.38,6.5,4187.53,4125.06,4125.06,4156.295
2024-06-13,Tesouro IPCA+ com Juros Semestrais,15/08/2050,6.45,6.57,4153.52,4091.86,4091.86,4122.6900000000005
2024-06-14,Tesouro IPCA+ com Juros Semestrais,15/08/2050,6.35,6.47,4207.21,4143.42,4143.42,4175.3150000000005
2024-06-17,Tesouro IPCA+ com Juros Semestrais,15/08/2050,6.34,6.46,4213.87,4151.05,4151.05,4182.46
2024-06-18,Tesouro IPCA+ com Juros Semestrais,15/08/2050,6.38,6.5,4194.78,4132.42,4132.42,4163.6
2024-06-19,Tesouro IPCA+ com Juros Semestrais,15/08/2050,6.38,6.5,4196.28,4133.92,4133.92,4165.1
2024-06-20,Tesouro IPCA+ com Juros Semestrais,15/08/2050,6.29,6.41,4244.37,4180.94,4180.94,4212.655
2024-06-21,Tesouro IPCA+ com Juros Semestrais,15/08/2050,6.3,6.42,4241.62,4177.35,4177.35,4209.485000000001
2024-06-24,Tesouro IPCA+ com Juros Semestrais,15/08/2050,6.31,6.43,4237.92,4174.71,4174.71,4206.3150000000005
2024-06-25,Tesouro IPCA+ com Juros Semestrais,15/08/2050,6.34,6.46,4223.87,4161.01,4161.01,4192.4400000000005
2024-06-26,Tesouro IPCA+ com Juros Semestrais,15/08/2050,6.38,6.5,4204.77,4142.37,4142.37,4173.57
2024-06-27,Tesouro IPCA+ com Juros Semestrais,15/08/2050,6.35,6.47,4220.81,4158.14,4158.14,4189.475
2024-06-28,Tesouro IPCA+ com Juros Semestrais,15/08/2050,6.42,6.54,4187.16,4124.5,4124.5,4155.83
2024-07-01,Tesouro IPCA+ com Juros Semestrais,15/08/2050,6.46,6.58,4168.3,4106.9,4106.9,4137.6
2024-07-02,Tesouro IPCA+ com Juros Semestrais,15/08/2050,6.49,6.61,4154.62,4093.55,4093.55,4124.085
2024-07-03,Tesouro IPCA+ com Juros Semestrais,15/08/2050,6.47,6.59,4166.13,4104.83,4104.83,4135.48
2024-07-04,Tesouro IPCA+ com Juros Semestrais,15/08/2050,6.39,6.51,4208.25,4146.02,4146.02,4177.135
2024-07-05,Tesouro IPCA+ com Juros Semestrais,15/08/2050,6.36,6.48,4225.92,4162.53,4162.53,4194.225
2024-07-08,Tesouro IPCA+ com Juros Semestrais,15/08/2050,6.3,6.42,4258.47,4195.17,4195.17,4226.82
2024-07-09,Tesouro IPCA+ com Juros Semestrais,15/08/2050,6.32,6.44,4249.51,4186.44,4186.44,4217.975
2024-07-10,Tesouro IPCA+ com Juros Semestrais,15/08/2050,6.29,6.41,4263.63,4200.36,4200.36,4231.995
2024-07-11,Tesouro IPCA+ com Juros Semestrais,15/08/2050,6.25,6.37,4285.93,4222.18,4222.18,4254.055
2024-07-12,Tesouro IPCA+ com Juros Semestrais,15/08/2050,6.19,6.31,4319.62,4254.54,4254.54,4287.08
2024-07-15,Tesouro IPCA+ com Juros Semestrais,15/08/2050,6.21,6.33,4310.47,4246.08,4246.08,4278.275
2024-07-16,Tesouro IPCA+ com Juros Semestrais,15/08/2050,6.19,6.31,4322.57,4257.94,4257.94,4290.254999999999
